Name	Resource Type	Domain	Site Code	Client	Approved	Assigned	Blocked	Client Type	Obsolete	Active	
XLWUW-1016CP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493Z8F	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-451STD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-202650	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KMR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X5B	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1KCP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016PL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N9H	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-015UKW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JD1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-01090D	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4121NR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431YVH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A04105	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JDD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-380B27VM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-331RHT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431YWJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410384	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW3-510V25	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-422HKC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-606788	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-03287W	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037V06	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-JSGBW52	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4221L5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-472PZ4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-391R2Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNAMXSWK008003	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-015US0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-7PTSD2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-470446	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-260XXW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-430DHD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-RXZ963	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-47111Q	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-03282R	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KPV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-66JZZK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-180L6V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-461DP0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016PT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNLRDWKLGR1203	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-47044L	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JJM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-341KV3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-7MNSD2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037V1U	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NCD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4319VL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JD3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T6D	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNSFSWKCMPO103	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JF3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-400R7M	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-JBVPXZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-460N2H	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3217X6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-131W18	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-FSB328	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-392HQS	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-022FFN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-IN04CD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-39136Q	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-7VTSD2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490W65	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-351G6N	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWU-FS-DFS1V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-41038B	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-458868	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-390NDT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4227L0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X9G	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-391R2V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-A53902	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL3-511KQL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK19103	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-0428GS	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-480H0K	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWU-CM-005V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-B85325	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A03935	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-43202F	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-950011	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X83	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-460N1C	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNRHSWKP1V03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-461GHH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-FMLHNYY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461R1X	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4121LK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMDGSGWK03303	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431KT5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-100M12	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK18903	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-022FBM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK2E603	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X7Z	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PVY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4221L3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-40307X	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-0307S3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-0310PQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JLT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK29603	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JK8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121ND3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4725M7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T4W	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL3-461PWT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-411336	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-152CKT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMXSAMMO05003	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A09333	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431KLB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-PK1DTD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4121HV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-250VX8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-311R2J	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T2S	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016BX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNRHSWKDBH03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-015UK7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-0428K7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N9P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-450B5J	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNAN1P6XLPCC03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47047C	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432LDM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-3H0KCH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490WFQ1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491MT7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-010904	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-015URY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4309PS	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK5F203	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PY1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-AFAS03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016HZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X6D	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PY2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-360X5N	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431KJB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-370BF7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-226138	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NFR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491MT3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-470445	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-021Y5X	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-022DPR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432LBQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JDV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-2100MD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A04115	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493XWB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-430XYP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NF8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47047R	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-321RM8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMDGSGWK09103	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-422G5Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-0327RJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T4M	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-PK0WDL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3614MR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-0428ML	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-01092Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWKY8103	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-212FY9	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-7NWWZK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-201KHR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-5202R8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JDC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-PK0WCF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-460N6P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-41039N	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-373F6G	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461ZR9	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-321VDT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-290T7K	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4309Q8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK7C703	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-9B4WSD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T1Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-290T4V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-350Q1P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-PK0WBZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNFWXPLP1103	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-411CG8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KMV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-47044P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-FZQDFX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N7B	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-AFAS06	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1KC7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4319TK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121ND9	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431KTH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1KC6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-JCMXZZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N82	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL3-4309PL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4121L2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A04060	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-458905	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-PK0WCN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-481D69	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016LV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016HD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-422G4D	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-370BFS	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1FCS52	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PVP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016DT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KQF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T23	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432LCK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-455904	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N95	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431YY0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-022DNC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-D5PWZK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-402W5F	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016ND	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMDGSGWK11503	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JPH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T2H	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491MRT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-470461	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWKY4003	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432LCW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-472PYR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T55	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3906XP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-461GJ1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A04066	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47046D	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWU-ts-001v	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNAMXSWK0M01	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK88A03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-373F7P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-021Y4P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-015UMZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-FMYZ30	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T5B	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-39133S	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-KDBL03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-461GHY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-43204Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-458883	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-300KV0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-021Y3N	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-370BF6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-47049N	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016MN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-504261	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432046	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNCESALP19703	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1KCW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-CATCAT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-JDGYDG	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PX5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-510GQ0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-033GUY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016Q8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-392HR0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL3-2FTS03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431Y4Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-480R8Z	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493Z7T	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JKV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-3W17HK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNFWHCWK20724	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431KMP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490WC7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-202653	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4319T8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-3906XM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JMX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMDGSGWK21703	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037V2H	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-OS1M5M	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-JSF7W52	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-0307T6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-3603WM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
