Name	Resource Type	Domain	Site Code	Client	Approved	Assigned	Blocked	Client Type	Obsolete	Active	
XLWUL-015ULW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-458855	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-100M26	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-015URV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N9V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016HY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016H6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016CB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493Z65	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-FMHBN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-422G52	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-422G5T	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491DW6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-101681	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PVW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNFSSWKSDA4803	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWU-DB07-01	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4290T3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-G2DJ02	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW4-502PLF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016HJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-250VWZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431KSY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016QY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-JBVPWK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-D6JZZK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMDGSGWK081P3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-AFAS07	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T0S	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNRHSWKD9Z03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-021Y6X	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493XVN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-M02342	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-40307S	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431YY7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121ND7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PXF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMDGSGWK076P3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410397	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-03284J	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-022DXJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JL3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037WAX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-410J7T	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N7Q	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461R27	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4152PM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PWF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016BB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-290T12	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4725M5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNRHSWKCNF03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-0327TN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-4121MN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-461R25	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431GVQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-41133P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3626R0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016FZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037WCE	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-242CV4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T0D	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-180XY4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431KQG	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-460N4G	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JLM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X8H	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490WC8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016PJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-5202RR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-410JF5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431KSC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNCESAWK05403	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNSFSWKTRA0303	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NDC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037V27	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KQ8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN43AMUWK00503	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T33	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-432050	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW3-DKPVV1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JRC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNRHSWKR3H03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A03949	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-430XY6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3309YQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JQD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493Z92	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PXZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016KS	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NB2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47046C	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-450KCF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMDGSGWK15103	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1J8K	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-555XI2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490W93	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A03951	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-330B0H	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-71MGFX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016C2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-451KD8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NGG	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X8R	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490W4K	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL3-015USV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3906Y9	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4504CZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-50R6X	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T70	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016M4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016P4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-391R2T	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-A04028	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4504D5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-47043G	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-460N3P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121N7P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-480H2L	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-290T16	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3309YL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-410S8W	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491MRQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3510N1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNCESAWK06203	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-202652	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T0J	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-0406WF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNLMSI7WK75603	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-IN04DS	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490WCK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-DMW52	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-431YVL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OGR001	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-411L5L	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-46005Z	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KQN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-JSH8W52	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-430XXH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-M02084	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X5Y	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4504C0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW-201KHS	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-FM30ZX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-A54091	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-451STN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWK24D03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL3-511KPL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-471DXH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMDGSGWK065P3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037W92	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-FM30Z4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3510NL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-391399	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-037V2N	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432LDL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUD-432LC4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4227KZ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNFSSWKFAC0403	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1KCH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNLRDWK1KTP03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-510V37	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-411327	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-360X8G	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-431KKL	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWU-CM-003V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-0307VM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-460N49	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3614LY	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWU-PS-001P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490DML	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-3309Y6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-451STJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-022FC2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNOACSZWK68F03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-JDGYDM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-JBVPWC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-JSGJW52	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWKN2105	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4905B5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-450C8H	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JQM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NDV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-PK1DVD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-2100LJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-373F5K	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-AFAS01	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-373F6S	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-391R2F	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NFQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-471DYP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1KCC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490WC3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-458891	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-022DN4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-520SYQ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-373F64	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNSFS03WKARM03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-A53992	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-43207J	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYN53WEGWKN9007	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4228JP	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-290T5L	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-440QXC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-351DTF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-033GV4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNCESAWK15503	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-360X73	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1GSM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-458885	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-100MQ3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-JSGTW52	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-032828	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-471DY5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-391R2J	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNMXSWK001003	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X98	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-47046B	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JJ1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-490W53	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-491QFK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4309PG	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-340KFF	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-511KQ1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-380N7C	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-6YJHFX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-0307R0	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-JBVPZA	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-360X5L	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4121J5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JPR	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-330B51	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUD-460N56	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-M00756	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JJH	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PX6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432L6Z	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-432L8G	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-471DXJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NGX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-OS1LY8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-3915R4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-0428N6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWU-DB-001V	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JQV	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUT-458856	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-311R39	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-K86C03	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4121K6	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-AFAS10	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-373F71	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-461DQ3	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JMW	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-491S86	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-B93172	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-0MDFX1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-320072	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PXT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X7M	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-471DZB	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNAOCWK2UA0411	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-331JR4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-471DZ1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-4309PD	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-40307J	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-471DYT	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-5202RK	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-360X6C	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-461PV4	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121NB8	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-370BFN	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-DHNVV1	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-480R86	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-47113M	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X91	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUL3-470431	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-04261P	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
TYNOACSDWKDD103	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016BJ	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-121X78	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-4809H7	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-FMYX2	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL-493XXM	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016C5	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUW-1016GC	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
52XLWUW3-70FJFX	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
XLWUL3-461R0W	System	AREA52	XLW	Yes	Approved	Yes	No	Advanced	No	Yes	
